"Alter_ID","label","Degree","Strength","Gender","Culture","House","Titles","Is_Noble","Active","Survival","Ego_ID"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"JON"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"JON"
"DAREON","Dareon",11,34,"Male","None","None","None",0,0,0,"JON"
"GRENN","Grenn",12,220,"Male","Westeros_South","None","None",0,0,1,"JON"
"HODOR","Walder",17,225,"Male","None","Great_Houses","None",0,0,1,"JON"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"JON"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"JON"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"JON"
"MAESTER_AEMON","Aemon Targaryen",10,84,"Male","Essos","None","Religion_Academic",0,0,0,"JON"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"JON"
"OSHA","Osha",15,401,"Female","North_and_Wildlings","Great_Houses","None",0,0,1,"JON"
"OTHELL_YARWYCK","Othell Yarwyck",6,24,"Male","None","Minor_Houses","Military_Knight",0,0,1,"JON"
"OTHOR","Othor",4,15,"Male","None","None","None",0,0,0,"JON"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"JON"
"RAST","Rast",12,110,"Male","None","None","None",0,0,0,"JON"
"RICKON","Rickon Stark",18,195,"Male","North_and_Wildlings","Great_Houses","Royalty",1,0,1,"JON"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"JON"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"JON"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"JON"
"SAM","Samwell Tarly",22,611,"Male","Westeros_South","Minor_Houses","None",0,2,1,"JON"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"JON"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"JON"
"WILL","Will",8,25,"Male","None","None","None",0,1,0,"JON"
"CRASTER","Craster",10,114,"Male","North_and_Wildlings","None","None",0,0,0,"JON"
"EDDISON_TOLLETT","Eddison Tollett",8,119,"Male","Westeros_South","None","Military_Knight",0,0,1,"JON"
"GILLY","Gilly",13,183,"Female","North_and_Wildlings","None","None",0,0,1,"JON"
"MANCE","Mance Rayder",8,99,"Male","North_and_Wildlings","None","Royalty",1,0,1,"JON"
"QHORIN","Qhorin",6,136,"Male","None","None","None",0,0,0,"JON"
"LORD_OF_BONES","Lord of Bones",6,56,"Male","North_and_Wildlings","None","None",0,0,0,"JON"
"YGRITTE","Ygritte",14,414,"Female","North_and_Wildlings","None","None",0,0,0,"JON"
"JOJEN","Jojen Reed",14,186,"Male","North_and_Wildlings","Minor_Houses","None",0,0,1,"JON"
"MEERA","Meera Reed",12,141,"Female","North_and_Wildlings","Minor_Houses","None",0,0,1,"JON"
"ORELL","Orell",11,132,"Male","North_and_Wildlings","None","None",0,0,0,"JON"
"QHORIN_HALFHAND","Qhorin",2,4,"Male","None","None","None",0,0,0,"JON"
"TORMUND","Tormund",12,130,"Male","North_and_Wildlings","None","None",0,0,1,"JON"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"JON_ARRYN"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"JON_ARRYN"
"HUGH_OF_THE_VALE","Hugh",6,23,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,0,"JON_ARRYN"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"JON_ARRYN"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"JON_ARRYN"
"LYSA","Lysa Arryn",9,118,"Female","None","Great_Houses","Nobility",1,0,0,"JON_ARRYN"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"JON_ARRYN"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"JON_ARRYN"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"JON_ARRYN"
"ROBIN","Robert Arryn",9,70,"Male","Westeros_South","Great_Houses","Nobility",1,0,1,"JON_ARRYN"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"JON_ARRYN"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"JORAH"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"JORAH"
"DAENERYS","Daenerys Targaryen",34,1212,"Female","None","Great_Houses","Royalty",1,0,1,"JORAH"
"DOREAH","Doreah",10,129,"Female","Essos","Great_Houses","None",0,0,0,"JORAH"
"DROGO","Drogo",13,205,"Male","Essos","None","Royalty",1,0,0,"JORAH"
"ILLYRIO","Illyrio Mopatis",6,54,"Male","Essos","Great_Houses","Official",0,0,1,"JORAH"
"IRRI","Irri",9,92,"Female","Essos","Great_Houses","None",0,0,1,"JORAH"
"MIRRI_MAZ_DUUR","Mirri Maz Duur",5,81,"Female","Essos","None","Religion_Academic",0,0,0,"JORAH"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"JORAH"
"QOTHO","Qotho",5,57,"Male","Essos","None","Royalty",1,0,0,"JORAH"
"RAKHARO","Rakharo",8,88,"Male","Essos","Great_Houses","Military_Knight",0,0,1,"JORAH"
"RHAEGO","Rhaego",4,31,"Male","None","Great_Houses","None",0,0,0,"JORAH"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"JORAH"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"JORAH"
"VISERYS","Viserys Targaryen",9,206,"Male","Essos","Great_Houses","Royalty",1,0,0,"JORAH"
"PYATT_PREE","Pyat Pree",5,43,"Male","None","None","Religion_Academic",0,0,1,"JORAH"
"QUAITHE","Quaithe",3,24,"Female","Essos","None","None",0,0,1,"JORAH"
"XARO","Xaro Xhoan Daxos",9,152,"Male","Essos","None","None",0,0,1,"JORAH"
"DAARIO","Daario Naharis",7,96,"Male","Essos","None","None",0,0,1,"JORAH"
"GREY_WORM","Grey Worm",6,39,"Male","None","Great_Houses","None",0,0,1,"JORAH"
"KRAZNYS_MO_NAKLOZ","Kraznys mo Nakloz",5,84,"Male","Essos","None","None",0,0,0,"JORAH"
"MERO","Mero",6,60,"Male","Essos","None","None",0,0,0,"JORAH"
"MISSANDEI","Missandei",10,164,"Female","Essos","Great_Houses","None",0,0,1,"JORAH"
"PRENDAHL","Prendahl na Ghezn",5,33,"Male","Essos","None","None",0,0,0,"JORAH"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"LANCEL"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"LANCEL"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"LANCEL"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"LANCEL"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"LANCEL"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"LANCEL"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"LANCEL"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"LANCEL"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"LANCEL"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"LANCEL"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"LANCEL"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"LANCEL"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"LANCEL"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"LANCEL"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"LITTLEFINGER"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"LITTLEFINGER"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"LITTLEFINGER"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"LITTLEFINGER"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"LITTLEFINGER"
"HUGH_OF_THE_VALE","Hugh",6,23,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,0,"LITTLEFINGER"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"LITTLEFINGER"
"JANOS","Janos Slynt",13,104,"Male","None","Minor_Houses","Military_Knight",0,0,0,"LITTLEFINGER"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"LITTLEFINGER"
"JON_ARRYN","Jon Arryn",11,55,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"LITTLEFINGER"
"JORY_CASSEL","Jory Cassel",8,100,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"LITTLEFINGER"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"LITTLEFINGER"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"LITTLEFINGER"
"MYRCELLA","Myrcella Baratheon",10,57,"Female","None","Great_Houses","Royalty",1,0,1,"LITTLEFINGER"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"LITTLEFINGER"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"LITTLEFINGER"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"LITTLEFINGER"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"LITTLEFINGER"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"LITTLEFINGER"
"ROBIN","Robert Arryn",9,70,"Male","Westeros_South","Great_Houses","Nobility",1,0,1,"LITTLEFINGER"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"LITTLEFINGER"
"SEPTA_MORDANE","Mordane",6,95,"Female","None","Great_Houses","Religion_Academic",0,0,0,"LITTLEFINGER"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"LITTLEFINGER"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"LITTLEFINGER"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"LITTLEFINGER"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"LITTLEFINGER"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"LITTLEFINGER"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"LITTLEFINGER"
"BRIENNE","Brienne of Tarth",16,333,"Female","None","Great_Houses","None",0,1,1,"LITTLEFINGER"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"LITTLEFINGER"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"LITTLEFINGER"
"OLYVAR","Olyvar",2,14,"Male","Westeros_South","None","None",0,0,1,"LITTLEFINGER"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"LORAS"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"LORAS"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"LORAS"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"LORAS"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"LORAS"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"LORAS"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"LORAS"
"MACE","Mace Tyrell",3,14,"Male","None","Great_Houses","Nobility",1,0,1,"LORAS"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"LORAS"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"LORAS"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"LORAS"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"LORAS"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"LORAS"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"LORAS"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"LORAS"
"SHAE","Shae",15,465,"Female","None","None","None",0,0,0,"LORAS"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"LORAS"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"LORAS"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"LORAS"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"LORAS"
"BRIENNE","Brienne of Tarth",16,333,"Female","None","Great_Houses","None",0,1,1,"LORAS"
"DAVOS","Davos Seaworth",20,517,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"LORAS"
"MARGAERY","Margaery Tyrell",17,331,"Female","Westeros_South","Great_Houses","Royalty",1,0,1,"LORAS"
"MELISANDRE","Melisandre",15,287,"Female","Essos","None","None",0,1,1,"LORAS"
"OLENNA","Olenna Redwyne",15,217,"Female","None","Minor_Houses","Nobility",1,0,1,"LORAS"
"OLYVAR","Olyvar",2,14,"Male","Westeros_South","None","None",0,0,1,"LORAS"
"AEGON","Aegon Targaryen",5,10,"Male","Essos","Great_Houses","None",0,0,0,"MAESTER_AEMON"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"MAESTER_AEMON"
"ALLISER_THORNE","Alliser Thorne",8,73,"Male","None","Minor_Houses","Military_Knight",0,0,1,"MAESTER_AEMON"
"DAREON","Dareon",11,34,"Male","None","None","None",0,0,0,"MAESTER_AEMON"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"MAESTER_AEMON"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"MAESTER_AEMON"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"MAESTER_AEMON"
"SAM","Samwell Tarly",22,611,"Male","Westeros_South","Minor_Houses","None",0,2,1,"MAESTER_AEMON"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"MAESTER_AEMON"
"GILLY","Gilly",13,183,"Female","North_and_Wildlings","None","None",0,0,1,"MAESTER_AEMON"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"MAESTER_LUWIN"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"MAESTER_LUWIN"
"HODOR","Walder",17,225,"Male","None","Great_Houses","None",0,0,1,"MAESTER_LUWIN"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"MAESTER_LUWIN"
"OSHA","Osha",15,401,"Female","North_and_Wildlings","Great_Houses","None",0,0,1,"MAESTER_LUWIN"
"RICKON","Rickon Stark",18,195,"Male","North_and_Wildlings","Great_Houses","Royalty",1,0,1,"MAESTER_LUWIN"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"MAESTER_LUWIN"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"MAESTER_LUWIN"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"MAESTER_LUWIN"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"MAESTER_LUWIN"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"MAESTER_LUWIN"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"MAESTER_LUWIN"
"BLACK_LORREN","Lorren",5,35,"Male","None","None","None",0,0,0,"MAESTER_LUWIN"
"DAGMER","Dagmer",10,82,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"MAESTER_LUWIN"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"MERYN_TRANT"
"BRONN","Bronn",29,432,"Male","None","Minor_Houses","Military_Knight",0,0,1,"MERYN_TRANT"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"MERYN_TRANT"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"MERYN_TRANT"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"MERYN_TRANT"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"MERYN_TRANT"
"MARILLION","Marillion",7,34,"Male","None","None","None",0,0,0,"MERYN_TRANT"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"MERYN_TRANT"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"MERYN_TRANT"
"SYRIO_FOREL","Syrio Forel",3,63,"Male","Essos","Great_Houses","Military_Knight",0,0,0,"MERYN_TRANT"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"MERYN_TRANT"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"MERYN_TRANT"
"BOROS","Boros Blount",2,4,"Male","None","Minor_Houses","Military_Knight",0,0,1,"MERYN_TRANT"
"DONTOS","Dontos Hollard",3,19,"Male","None","Minor_Houses","Military_Knight",0,0,0,"MERYN_TRANT"
"PODRICK","Podrick Payne",15,151,"Male","None","Minor_Houses","None",0,0,1,"MERYN_TRANT"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"MOUNTAIN"
"BERIC","Beric Dondarrion",9,121,"Male","None","Minor_Houses","Nobility",1,0,0,"MOUNTAIN"
"GENDRY","Gendry",20,377,"Male","None","None","Military_Knight",0,0,1,"MOUNTAIN"
"HOT_PIE","Hot Pie",11,145,"Male","None","None","None",0,0,1,"MOUNTAIN"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"MOUNTAIN"
"HUGH_OF_THE_VALE","Hugh",6,23,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,0,"MOUNTAIN"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"MOUNTAIN"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"MOUNTAIN"
"NED","Eddard Stark",62,1427,"Male","North_and_Wildlings","Great_Houses","Nobility",1,1,0,"MOUNTAIN"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"MOUNTAIN"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"MOUNTAIN"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"MOUNTAIN"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"MOUNTAIN"
"POLLIVER","Polliver",6,23,"Male","None","Minor_Houses","Official",0,0,0,"MOUNTAIN"
"EDMURE","Edmure Tully",15,140,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"MOUNTAIN"
"THOROS","Thoros of Myr",10,175,"Male","Essos","None","None",0,0,1,"MOUNTAIN"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"MYRCELLA"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"MYRCELLA"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"MYRCELLA"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"MYRCELLA"
"ROBIN","Robert Arryn",9,70,"Male","Westeros_South","Great_Houses","Nobility",1,0,1,"MYRCELLA"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"MYRCELLA"
"TOMMEN","Tommen Baratheon",12,67,"Male","None","None","Royalty",1,0,1,"MYRCELLA"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"MYRCELLA"
"TRYSTANE","Trystane Martell",2,4,"Male","Westeros_South","Great_Houses","Royalty",1,0,1,"MYRCELLA"
"AERYS","Aerys II",16,63,"Male","None","None","Royalty",1,0,0,"NED"
"ARYA","Arya Stark",47,1142,"Female","North_and_Wildlings","Great_Houses","Royalty",1,5,1,"NED"
"BAELOR","Baelor I",9,30,"Male","None","None","Royalty",1,0,0,"NED"
"BALON","Balon Greyjoy",8,125,"Male","None","None","Royalty",1,0,0,"NED"
"BARRISTAN","Barristan Selmy",18,215,"Male","Westeros_South","Minor_Houses","Military_Knight",0,1,1,"NED"
"BENJEN","Benjen Stark",10,84,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,0,1,"NED"
"BERIC","Beric Dondarrion",9,121,"Male","None","Minor_Houses","Nobility",1,0,0,"NED"
"BRAN","Brandon Stark",33,851,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"NED"
"BRANDON_STARK","Brandon Stark",6,17,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"NED"
"CATELYN","Catelyn Stark",56,1137,"Female","Westeros_South","Great_Houses","Nobility",1,3,0,"NED"
"CERSEI","Cersei Lannister",47,1347,"Female","Westeros_South","Great_Houses","Nobility",1,2,1,"NED"
"DAENERYS","Daenerys Targaryen",34,1212,"Female","None","Great_Houses","Royalty",1,0,1,"NED"
"GENDRY","Gendry",20,377,"Male","None","None","Military_Knight",0,0,1,"NED"
"GREATJON_UMBER","Jon Umber",12,78,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"NED"
"HOUND","Sandor Clegane",31,444,"Male","None","Minor_Houses","None",0,0,0,"NED"
"HUGH_OF_THE_VALE","Hugh",6,23,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,0,"NED"
"ILYN_PAYNE","Ilyn Payne",13,60,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"NED"
"JAIME","Jaime Lannister",39,876,"Male","Westeros_South","Great_Houses","Military_Knight",0,3,1,"NED"
"JANOS","Janos Slynt",13,104,"Male","None","Minor_Houses","Military_Knight",0,0,0,"NED"
"JEOR","Jeor Mormont",21,314,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,0,"NED"
"JOFFREY","Joffrey Baratheon",49,1079,"Male","None","None","Royalty",1,0,0,"NED"
"JON","Jon Snow",42,1179,"Male","North_and_Wildlings","Great_Houses","Military_Knight",0,4,1,"NED"
"JON_ARRYN","Jon Arryn",11,55,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"NED"
"JORAH","Jorah Mormont",30,665,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,1,"NED"
"JORY_CASSEL","Jory Cassel",8,100,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"NED"
"LANCEL","Lancel Lannister",14,128,"Male","None","Great_Houses","Military_Knight",0,0,1,"NED"
"LITTLEFINGER","Petyr Baelish",34,747,"Male","Westeros_South","Minor_Houses","Official",0,0,1,"NED"
"LORAS","Loras Tyrell",28,350,"Male","Westeros_South","Great_Houses","Military_Knight",0,0,1,"NED"
"LYANNA","Lyanna Stark",3,9,"Female","North_and_Wildlings","Great_Houses","None",0,0,0,"NED"
"MAESTER_LUWIN","Luwin",16,263,"Male","Westeros_South","Great_Houses","None",0,0,0,"NED"
"MERYN_TRANT","Meryn Trant",16,161,"Male","None","Minor_Houses","Military_Knight",0,0,1,"NED"
"MOUNTAIN","Gregor Clegane",16,69,"Male","None","Minor_Houses","Military_Knight",0,0,0,"NED"
"MYCAH","Mycah",4,24,"Male","Westeros_South","None","None",0,0,0,"NED"
"PYCELLE","Pycelle",26,343,"Male","None","Great_Houses","Religion_Academic",0,0,0,"NED"
"PYP","Pypar",16,183,"Male","None","None","None",0,0,1,"NED"
"RENLY","Renly Baratheon",27,426,"Male","Westeros_South","Great_Houses","Nobility",1,0,0,"NED"
"RICKARD_KARSTARK","Rickard Karstark",16,123,"Male","North_and_Wildlings","Great_Houses","Nobility",1,0,0,"NED"
"RICKARD_STARK","Rickard Stark",4,12,"Male","North_and_Wildlings","None","Royalty",1,0,1,"NED"
"ROBB","Robb Stark",54,1219,"Male","None","None","Royalty",1,0,0,"NED"
"ROBERT","Robert I Baratheon",45,648,"Male","None","None","Royalty",1,0,0,"NED"
"RODRIK","Rodrik Cassel",16,158,"Male","North_and_Wildlings","Minor_Houses","Military_Knight",0,0,0,"NED"
"ROOSE_BOLTON","Roose Bolton",19,203,"Male","North_and_Wildlings","Minor_Houses","Nobility",1,0,1,"NED"
"SANSA","Sansa Stark",40,1110,"Female","North_and_Wildlings","Minor_Houses","Royalty",1,4,1,"NED"
"SEPTA_MORDANE","Mordane",6,95,"Female","None","Great_Houses","Religion_Academic",0,0,0,"NED"
"STANNIS","Stannis Baratheon",30,568,"Male","None","None","Official",0,0,1,"NED"
"STEFFON","Steffon Baratheon",1,2,"Male","None","Great_Houses","Nobility",1,0,0,"NED"
"SYRIO_FOREL","Syrio Forel",3,63,"Male","Essos","Great_Houses","Military_Knight",0,0,0,"NED"
"THEON","Theon Greyjoy",35,897,"Male","Westeros_South","Great_Houses","Royalty",1,2,1,"NED"
"TOBHO_MOTT","Tobho Mott",2,15,"Male","Essos","None","None",0,0,1,"NED"
"TOMARD","Tomard",3,10,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"NED"
"TYRION","Tyrion Lannister",64,2322,"Male","None","Great_Houses","Official",0,4,1,"NED"
"TYWIN","Tywin Lannister",42,799,"Male","None","Great_Houses","Nobility",1,0,0,"NED"
"VARLY","Varly",1,2,"Male","North_and_Wildlings","Great_Houses","None",0,0,0,"NED"
"VARYS","Varys",31,673,"Male","None","None","Official",0,0,1,"NED"
"WILL","Will",8,25,"Male","None","None","None",0,1,0,"NED"
"YOREN","Yoren",20,135,"Male","Westeros_South","None","None",0,0,0,"NED"
